"","X","Age","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Male","Loyal.Customer","Business.travel","satisfied"
"14331",14331,39,2,404,2,2,2,4,4,2,4,4,3,5,4,1,4,4,0,0,0,0,1,0
"14332",14332,58,2,3005,1,1,1,1,4,5,4,4,4,5,4,5,4,3,0,0,1,1,1,1
"14333",14333,11,0,991,2,2,2,2,5,2,5,5,4,5,3,2,4,5,0,0,0,0,1,0
"14334",14334,23,0,993,3,4,3,1,4,3,3,4,4,5,4,3,4,4,13,0,0,1,0,0
"14335",14335,26,2,547,5,5,1,5,4,4,4,4,3,5,5,3,5,4,0,0,1,1,1,1
"14336",14336,7,0,1188,5,4,5,3,4,5,1,4,4,2,3,1,1,4,0,0,0,1,0,1
"14337",14337,34,2,2454,1,1,1,1,4,4,4,4,2,4,5,4,3,4,8,12,0,1,1,1
"14338",14338,10,0,1590,4,4,4,1,2,4,2,2,5,2,3,4,5,2,85,64,1,1,0,0
"14339",14339,23,0,372,5,0,5,1,4,5,4,4,4,4,5,5,2,4,0,0,1,1,0,1
"14340",14340,58,2,1723,3,3,3,3,2,2,3,3,3,2,3,3,3,3,0,27,1,1,1,0
"14341",14341,55,0,349,5,1,5,3,4,4,4,5,5,5,5,1,5,1,0,0,0,1,0,1
"14342",14342,68,0,227,1,5,1,4,4,5,5,3,3,1,3,3,3,5,80,72,0,1,0,0
"14343",14343,78,1,317,3,4,3,4,3,3,3,3,1,4,4,2,3,3,32,38,1,1,1,0
"14344",14344,64,0,812,1,1,1,3,1,1,1,1,3,3,4,1,3,1,74,84,0,0,1,0
"14345",14345,41,2,1945,3,3,3,3,3,5,4,5,5,5,5,5,5,3,0,0,0,1,1,1
"14346",14346,32,2,2985,2,4,5,5,2,2,2,2,2,3,4,1,4,2,22,17,0,1,1,0
"14347",14347,35,2,592,1,1,1,1,4,4,4,4,4,4,4,5,4,4,0,10,1,1,1,1
"14348",14348,53,2,1085,4,4,4,4,3,5,5,4,4,4,4,3,4,5,16,4,0,1,1,1
"14349",14349,46,2,1671,4,4,4,4,3,5,4,4,4,4,4,3,4,5,123,110,0,1,1,1
"14350",14350,30,2,733,2,3,3,3,5,3,5,5,5,3,4,5,4,5,0,0,0,0,1,0
"14351",14351,52,2,2310,1,1,1,1,4,1,5,5,5,5,5,4,5,3,3,25,0,1,1,1
"14352",14352,17,0,725,4,4,4,3,3,4,3,3,1,1,3,1,4,3,81,58,1,0,1,0
"14353",14353,50,2,2374,2,2,2,2,3,5,5,5,5,5,5,4,5,5,3,0,0,1,1,1
"14354",14354,45,2,391,5,5,5,5,2,5,4,5,5,5,5,5,5,4,41,43,1,1,1,1
"14355",14355,25,0,606,2,3,3,3,2,2,3,2,1,2,3,3,3,2,30,28,0,1,1,0
"14356",14356,41,0,572,2,5,5,5,2,2,2,2,1,3,3,3,3,2,45,39,1,1,1,0
"14357",14357,33,2,3782,5,3,5,5,5,5,5,5,4,2,2,1,3,5,10,14,1,1,1,1
"14358",14358,36,0,524,3,2,3,4,3,3,3,3,3,3,4,1,4,3,8,20,0,0,1,0
"14359",14359,43,0,67,3,5,3,4,3,4,4,4,4,3,4,4,4,3,0,0,0,1,0,0
"14360",14360,8,0,1464,4,4,4,4,1,4,1,1,4,4,4,3,5,1,2,0,1,1,0,0
"14361",14361,62,1,2504,3,2,3,4,2,3,2,2,3,4,3,4,3,2,0,0,1,1,0,0
"14362",14362,57,2,2571,5,5,5,5,3,5,5,5,5,5,5,5,5,3,0,0,1,1,1,1
"14363",14363,47,2,1940,4,4,4,4,5,5,5,4,4,4,4,5,4,5,0,0,0,1,1,1
"14364",14364,51,0,377,3,1,1,1,2,2,5,3,3,3,3,4,3,1,0,0,0,1,1,1
"14365",14365,45,0,2615,3,5,3,3,2,3,2,2,5,4,4,3,5,2,0,0,1,1,0,0
"14366",14366,38,1,192,5,3,3,3,5,5,5,5,2,5,2,3,4,5,4,5,0,1,1,1
"14367",14367,57,2,957,4,4,4,4,2,5,4,3,3,3,3,3,3,4,25,30,0,1,1,1
"14368",14368,23,0,84,1,3,1,1,4,1,4,4,4,5,2,2,3,4,0,0,0,1,0,0
"14369",14369,44,2,3885,2,2,2,2,2,4,5,4,4,3,4,3,4,3,10,0,1,1,1,1
"14370",14370,49,0,134,5,1,5,3,4,5,4,4,1,2,2,3,2,4,0,0,1,1,0,1
"14371",14371,45,2,1790,5,4,5,5,4,5,5,4,4,4,4,4,4,4,0,0,0,1,1,1
"14372",14372,40,1,301,4,5,4,4,5,4,5,5,3,2,5,4,4,5,0,0,1,1,0,1
"14373",14373,46,0,384,4,2,2,2,2,2,2,4,4,4,4,1,4,3,14,26,0,1,1,1
"14374",14374,60,2,749,2,2,2,2,5,5,5,4,4,4,4,4,4,4,14,17,0,1,1,1
"14375",14375,64,0,588,4,2,4,4,3,3,4,2,2,4,2,2,2,4,0,0,0,1,0,0
"14376",14376,31,0,236,1,4,3,4,1,1,1,1,2,2,3,2,4,1,30,36,1,1,1,0
"14377",14377,40,2,2973,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,0,0,1,1,1
"14378",14378,26,0,802,4,2,4,2,3,4,3,3,2,4,3,4,3,3,0,6,1,1,0,0
"14379",14379,55,0,794,5,1,1,1,5,5,5,5,5,5,3,1,5,5,18,2,1,1,1,1
"14380",14380,44,1,1217,2,3,2,3,3,2,3,3,2,5,4,1,4,3,9,10,1,1,0,0
"14381",14381,40,2,748,1,1,1,1,4,4,4,4,4,4,4,3,4,3,0,0,1,1,1,1
"14382",14382,60,2,862,5,5,5,5,3,4,5,5,5,4,5,3,5,5,3,0,1,1,1,1
"14383",14383,26,2,1671,3,3,2,3,5,5,5,5,5,2,3,4,5,5,0,0,1,1,1,1
"14384",14384,38,2,2005,2,2,2,2,3,5,5,5,5,5,5,5,5,3,2,0,1,1,1,1
"14385",14385,51,2,3173,2,1,2,1,2,3,3,2,2,2,2,4,2,1,0,13,0,1,1,0
"14386",14386,16,2,907,4,5,5,3,3,5,3,3,4,5,5,3,4,3,0,0,0,0,1,1
"14387",14387,12,0,371,4,1,4,4,3,4,3,3,2,3,4,3,3,3,0,0,0,1,0,0
"14388",14388,25,0,954,3,3,3,2,4,3,4,4,2,3,3,3,1,4,0,0,0,0,1,0
"14389",14389,68,0,994,3,4,3,3,2,3,2,2,5,3,5,3,4,2,5,5,1,1,0,0
"14390",14390,41,1,1605,2,2,2,3,1,2,1,1,3,5,3,3,3,1,26,18,0,0,1,0
"14391",14391,77,2,3167,2,4,4,4,4,3,2,2,2,2,2,1,2,1,0,0,0,1,1,0
"14392",14392,52,0,1635,4,2,2,2,4,4,4,4,4,4,1,3,3,4,0,0,1,1,1,0
"14393",14393,25,2,431,4,0,4,5,1,4,1,1,4,5,4,4,5,1,0,0,0,0,1,0
"14394",14394,16,0,1246,2,2,2,4,2,2,2,2,3,3,2,2,3,2,64,82,1,0,1,0
"14395",14395,46,2,349,1,1,1,1,3,5,5,5,5,4,5,4,5,4,4,0,1,1,1,1
"14396",14396,56,2,2672,2,2,2,2,2,3,4,2,2,1,2,4,2,2,81,89,0,1,1,0
"14397",14397,14,0,2586,3,1,2,3,1,2,1,1,2,5,4,2,3,1,0,0,1,1,0,0
"14398",14398,26,0,696,3,1,3,4,1,3,1,1,2,3,3,3,3,1,1,0,0,1,0,0
"14399",14399,24,0,280,3,4,3,4,2,3,2,2,5,3,5,3,5,2,0,0,0,1,0,0
"14400",14400,69,0,448,4,3,3,3,2,3,4,4,4,4,4,2,4,2,10,0,0,1,1,0
"14401",14401,47,0,907,1,4,1,3,1,5,5,3,3,4,5,5,4,5,377,368,1,1,0,0
"14402",14402,33,0,1069,2,4,1,3,2,1,2,2,5,4,5,3,5,2,50,37,0,1,0,0
"14403",14403,46,2,423,3,3,3,3,4,5,4,4,4,5,4,5,4,4,7,0,0,1,1,1
"14404",14404,48,0,321,4,1,1,1,4,4,4,4,1,3,4,3,3,4,3,0,1,1,1,1
"14405",14405,52,0,696,2,4,2,1,3,3,4,2,2,2,2,1,2,5,113,93,0,1,0,0
"14406",14406,37,0,346,4,1,4,4,1,4,1,1,1,2,3,2,3,1,4,0,0,0,1,0
"14407",14407,26,0,957,2,3,1,3,1,1,1,1,2,2,3,1,3,1,0,0,1,0,0,0
"14408",14408,30,2,3122,2,2,2,2,4,4,4,4,4,5,4,3,5,4,0,0,1,1,1,1
"14409",14409,49,2,1569,2,2,2,2,3,4,4,4,4,4,4,4,4,4,0,0,1,1,1,1
"14410",14410,57,2,134,1,1,1,1,2,4,4,3,3,3,1,2,3,2,0,0,0,1,1,0
"14411",14411,50,0,259,5,5,5,5,5,5,5,5,4,4,4,5,1,5,0,0,1,1,1,1
"14412",14412,22,0,473,4,2,4,3,5,4,5,5,4,4,3,3,4,5,0,0,0,0,1,0
"14413",14413,22,1,1576,2,5,2,4,4,2,4,4,4,4,4,3,5,4,0,0,1,1,0,0
"14414",14414,63,0,1874,4,4,4,3,1,4,1,1,2,5,4,1,4,1,1,6,1,1,0,0
"14415",14415,21,2,588,5,5,5,2,2,5,2,2,4,3,5,3,5,2,0,0,0,0,1,1
"14416",14416,25,1,2486,5,3,5,2,5,4,4,5,2,3,4,4,4,4,0,0,1,1,0,1
"14417",14417,11,0,1660,3,5,3,4,5,3,5,5,5,5,5,5,5,5,0,10,0,1,0,0
"14418",14418,39,0,101,5,3,3,3,5,5,5,5,3,3,3,3,2,5,2,13,0,1,1,1
"14419",14419,54,2,316,3,1,3,3,4,5,5,5,5,5,5,5,5,3,0,0,1,1,1,1
"14420",14420,51,2,3802,4,4,4,4,5,4,4,5,5,5,5,4,5,4,20,35,0,1,1,1
"14421",14421,49,2,2977,3,3,3,3,4,5,5,5,5,5,5,3,5,3,1,0,0,1,1,1
"14422",14422,50,2,867,4,4,4,4,2,5,5,4,4,4,4,2,4,5,0,0,1,1,1,1
"14423",14423,23,0,566,2,5,2,4,2,2,2,2,4,4,4,4,5,2,6,0,0,1,0,0
"14424",14424,52,0,604,4,5,5,5,4,4,4,4,1,2,4,4,5,4,0,0,1,1,1,1
"14425",14425,18,0,558,2,3,2,4,1,2,3,1,1,5,4,4,4,1,8,5,1,1,0,0
"14426",14426,41,2,447,1,1,1,1,3,5,5,4,4,4,4,4,4,5,0,0,0,1,1,1
"14427",14427,15,0,1053,1,4,1,4,5,1,1,5,3,3,3,3,4,5,11,15,0,1,0,0
"14428",14428,50,2,1587,4,4,4,4,4,4,5,5,5,5,5,5,5,3,0,0,1,1,1,1
"14429",14429,17,0,733,1,2,1,4,5,1,1,5,4,2,4,1,4,5,0,4,0,1,0,0
"14430",14430,39,2,308,4,4,4,1,1,4,1,1,5,4,4,5,4,1,52,65,0,0,1,0
"14431",14431,46,2,1931,1,1,1,1,4,4,5,5,5,5,5,4,5,3,0,0,1,1,1,1
"14432",14432,48,0,508,4,2,2,2,3,4,1,4,4,4,4,1,4,3,54,48,0,1,1,1
"14433",14433,21,0,1123,3,4,3,3,3,3,5,3,4,2,4,3,4,3,0,41,0,1,0,0
"14434",14434,50,1,436,4,2,3,2,4,4,4,4,1,2,3,1,4,4,0,0,1,1,1,0
"14435",14435,25,0,438,2,5,2,4,2,5,5,5,1,4,3,5,1,5,141,128,0,0,1,0
"14436",14436,41,2,614,4,4,4,3,5,4,5,5,5,1,2,1,1,5,0,0,0,0,1,1
"14437",14437,40,2,733,5,5,5,5,4,5,4,5,5,5,5,3,5,3,0,0,1,1,1,1
"14438",14438,43,0,601,2,3,2,1,3,2,3,3,5,4,2,1,1,3,0,0,1,0,1,0
"14439",14439,24,2,2721,1,1,1,1,5,5,5,5,5,3,4,4,5,5,27,16,1,1,1,1
"14440",14440,50,1,140,2,2,2,2,2,2,2,2,2,1,3,1,3,2,0,0,1,1,1,0
"14441",14441,25,0,679,4,5,4,4,2,4,2,2,5,4,4,3,4,2,0,0,1,1,0,0
"14442",14442,61,0,325,2,5,2,2,1,2,1,1,4,3,2,5,5,1,5,1,1,1,0,0
"14443",14443,57,1,1121,4,1,4,3,4,2,2,1,1,4,1,4,1,4,0,0,0,1,0,0
"14444",14444,38,2,299,4,4,4,1,3,4,3,3,5,5,4,5,4,3,0,0,1,0,1,1
"14445",14445,53,2,2955,2,2,2,2,2,4,5,5,5,5,5,3,5,5,25,17,0,1,1,1
"14446",14446,24,0,787,4,5,4,3,3,4,3,3,5,4,5,5,4,3,10,0,0,1,0,0
"14447",14447,47,2,1437,3,4,4,4,4,2,2,3,3,3,3,4,3,1,2,0,0,1,1,0
"14448",14448,65,0,458,2,4,2,3,2,2,2,2,3,2,5,5,5,2,12,3,1,1,0,0
"14449",14449,46,2,1476,1,1,1,3,5,1,5,5,4,4,5,5,5,5,8,0,0,0,1,0
"14450",14450,14,0,854,1,2,2,3,2,2,2,2,3,5,3,2,3,2,9,7,1,0,1,0
"14451",14451,37,0,488,0,3,0,4,5,0,5,5,5,4,5,4,5,5,0,0,1,0,1,1
"14452",14452,57,0,409,4,1,4,3,4,4,4,4,2,3,3,1,3,4,23,54,0,0,1,0
"14453",14453,33,2,3442,2,4,4,4,2,3,4,2,2,2,2,2,2,3,0,0,0,1,1,0
"14454",14454,36,2,696,2,4,4,4,4,4,3,2,2,2,2,1,2,4,17,15,1,1,1,0
"14455",14455,42,1,334,1,3,4,4,1,1,5,5,5,4,3,2,5,5,59,37,0,1,0,0
"14456",14456,22,0,533,2,0,2,4,3,2,2,3,2,4,3,4,3,3,30,27,0,0,1,0
"14457",14457,22,0,645,3,0,3,3,1,3,1,1,4,5,1,5,3,1,0,0,1,0,1,0
"14458",14458,21,2,1092,4,4,2,4,3,3,3,3,4,3,4,3,5,3,6,0,1,1,1,1
"14459",14459,51,2,3683,1,1,2,1,5,4,3,5,5,5,5,4,5,3,0,12,0,1,1,1
"14460",14460,25,0,489,2,3,2,4,1,2,1,1,2,1,3,2,3,1,0,0,0,1,0,0
"14461",14461,11,0,301,2,5,2,3,3,2,3,3,3,2,5,3,4,3,0,0,0,1,0,0
"14462",14462,35,0,500,2,1,1,1,2,2,2,2,1,1,4,4,3,2,0,16,0,1,1,0
"14463",14463,29,2,3433,2,1,1,1,2,2,2,2,2,2,4,2,3,2,18,10,0,1,1,0
"14464",14464,48,2,651,5,5,5,5,4,5,4,5,5,5,5,4,5,5,0,0,1,1,1,1
"14465",14465,17,2,746,0,4,0,5,3,4,3,3,5,2,5,5,4,3,0,0,1,0,1,1
"14466",14466,41,2,2727,4,4,4,4,5,4,4,4,4,4,4,4,4,3,0,0,0,1,1,1
"14467",14467,43,0,391,5,2,3,2,5,5,5,5,4,3,5,5,5,5,469,493,0,1,1,1
"14468",14468,54,0,545,3,5,3,2,2,3,1,2,3,1,5,5,5,2,34,27,1,1,0,0
"14469",14469,41,2,1514,5,5,5,5,3,5,4,4,4,4,4,5,4,3,0,0,1,1,1,1
"14470",14470,16,2,1560,2,3,3,3,2,2,2,2,4,5,4,2,4,2,8,0,0,1,1,0
"14471",14471,22,0,802,2,2,2,4,4,2,4,4,2,5,4,4,4,4,6,0,0,0,1,0
"14472",14472,54,0,694,3,2,2,2,2,3,2,2,1,1,4,3,3,2,0,3,1,1,1,0
"14473",14473,30,1,337,2,2,2,4,1,2,1,1,2,3,3,4,4,1,0,0,1,0,1,0
"14474",14474,41,2,2724,2,3,2,3,2,2,2,1,3,4,3,2,1,2,4,14,1,1,1,0
"14475",14475,23,2,3118,4,3,3,3,4,4,4,4,1,3,4,4,4,4,5,3,0,1,1,0
"14476",14476,21,0,1310,3,5,3,5,4,3,5,4,3,4,5,3,4,4,0,4,1,1,0,0
"14477",14477,21,0,1080,2,2,2,1,1,2,1,1,4,4,4,3,4,1,0,0,0,0,1,0
"14478",14478,34,0,135,4,5,5,5,4,4,4,4,2,2,1,5,3,4,0,0,0,1,1,1
"14479",14479,41,2,1045,3,2,3,3,4,5,5,4,4,4,4,4,4,3,0,0,1,1,1,1
"14480",14480,10,0,1188,2,4,2,2,5,2,5,5,3,2,4,4,4,5,32,25,1,1,0,0
"14481",14481,41,2,1504,2,2,2,2,4,5,5,5,5,5,5,5,5,3,0,0,1,1,1,1
"14482",14482,53,2,3329,2,2,5,2,5,2,2,1,1,1,2,2,1,4,0,0,0,1,1,0
"14483",14483,41,2,1299,4,4,4,4,3,5,5,5,5,5,5,5,5,3,5,6,1,1,1,1
"14484",14484,24,0,2399,3,3,3,4,5,3,5,5,5,2,3,3,2,5,3,0,0,0,1,0
"14485",14485,40,0,674,4,4,4,2,5,4,5,5,2,5,3,4,3,5,42,25,1,0,1,0
"14486",14486,65,2,591,3,3,3,3,2,2,4,3,3,2,3,2,3,2,0,0,0,1,1,0
"14487",14487,43,2,719,3,3,4,3,3,4,5,5,5,5,5,3,5,3,3,11,1,1,1,1
"14488",14488,39,2,920,3,3,3,3,2,3,2,2,3,5,5,3,4,2,0,40,0,0,1,1
"14489",14489,58,2,1205,3,1,3,1,4,2,2,4,4,3,4,3,4,4,53,61,1,1,0,0
"14490",14490,24,0,342,2,5,2,3,4,2,4,4,3,2,5,4,5,4,0,0,0,0,1,0
"14491",14491,16,0,1400,2,2,2,3,4,2,4,4,2,5,2,4,2,4,0,0,0,1,0,0
"14492",14492,18,0,432,3,4,3,3,5,3,5,5,3,5,5,4,4,5,7,0,0,1,0,0
"14493",14493,24,2,632,5,5,5,4,2,5,2,2,4,5,5,5,4,2,0,0,0,0,1,1
"14494",14494,33,2,604,2,2,2,3,5,2,5,5,3,2,5,3,4,5,54,65,1,0,1,0
"14495",14495,27,2,786,0,0,0,4,1,0,1,1,5,2,3,4,5,1,0,0,0,0,1,1
"14496",14496,35,0,862,1,3,2,3,4,2,5,4,2,4,3,4,4,4,0,4,1,1,0,0
"14497",14497,21,0,129,1,2,1,3,3,1,3,3,2,4,4,1,4,3,0,7,1,0,1,0
"14498",14498,61,0,507,1,5,1,2,5,4,4,3,3,1,3,5,3,4,4,0,0,1,0,0
"14499",14499,9,0,1162,1,1,1,4,3,1,3,3,4,2,3,4,4,3,0,55,1,0,1,0
"14500",14500,61,0,760,2,5,2,4,2,3,3,5,2,5,5,3,3,3,318,325,1,1,0,0
"14501",14501,51,2,2402,4,4,4,4,5,5,5,4,3,4,4,5,3,5,5,0,0,1,1,1
"14502",14502,60,2,419,4,4,4,4,2,5,5,5,5,5,5,3,5,5,11,0,0,1,1,1
"14503",14503,33,2,321,1,1,1,4,5,1,5,5,3,2,5,3,5,5,0,0,1,0,1,0
"14504",14504,59,2,2153,3,3,2,3,2,5,4,5,5,5,5,4,5,3,2,0,0,1,1,1
"14505",14505,22,0,414,4,5,4,4,2,4,2,2,3,2,4,4,5,2,0,0,0,0,1,0
"14506",14506,62,0,401,3,5,3,3,1,3,1,1,3,1,4,5,1,1,6,5,1,1,0,0
"14507",14507,9,2,2419,3,4,4,4,3,3,3,3,3,2,4,3,4,3,17,0,0,1,1,0
"14508",14508,47,2,2100,2,2,5,2,5,2,3,4,4,4,5,4,4,4,1,2,1,1,1,1
"14509",14509,16,0,612,2,5,2,3,5,2,5,5,3,4,1,3,4,5,7,5,0,1,0,0
"14510",14510,46,2,3978,1,2,4,2,1,3,2,1,1,1,1,1,1,3,44,38,0,1,1,0
"14511",14511,52,2,484,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0,1,1,1,1
"14512",14512,33,0,216,3,4,4,4,3,3,3,3,2,3,2,3,3,3,0,0,0,1,1,0
"14513",14513,46,0,409,2,4,2,3,3,2,4,3,1,1,2,4,2,3,68,80,1,0,1,0
"14514",14514,74,2,468,1,3,3,3,4,3,3,1,1,1,1,4,1,3,45,33,1,1,1,0
"14515",14515,30,2,1009,4,4,4,4,4,4,4,4,4,4,4,4,4,4,28,34,0,0,1,0
"14516",14516,16,0,2603,1,3,1,2,1,5,5,2,1,3,3,5,1,5,4,33,0,1,0,0
"14517",14517,30,1,413,2,5,2,2,4,2,3,4,4,3,4,4,4,4,0,11,1,1,0,0
"14518",14518,46,2,2397,2,2,2,2,5,1,5,5,5,5,4,5,5,3,0,0,1,1,1,1
"14519",14519,43,0,413,2,2,2,4,4,2,4,4,3,1,4,4,4,4,10,2,0,0,1,0
"14520",14520,37,0,262,4,0,4,5,2,4,2,2,3,4,2,5,5,2,0,5,1,0,1,0
"14521",14521,50,0,456,4,4,2,4,4,4,4,4,5,4,2,4,4,4,1,10,1,1,1,1
"14522",14522,45,0,678,4,3,3,4,3,3,3,3,2,5,3,1,3,3,1,0,1,1,0,0
"14523",14523,41,2,612,5,5,5,4,4,5,4,4,5,3,4,3,5,4,0,0,0,0,1,1
"14524",14524,20,0,74,4,0,5,1,2,5,2,2,5,5,5,3,5,2,0,0,1,0,1,1
"14525",14525,50,1,119,1,3,1,3,1,3,2,5,5,1,5,3,5,5,0,0,0,1,0,0
"14526",14526,17,1,594,5,1,1,1,5,5,4,5,1,1,4,1,5,5,0,0,1,1,1,1
"14527",14527,58,2,262,0,1,1,4,5,4,4,4,4,4,4,5,4,4,0,0,0,1,1,1
"14528",14528,49,2,2409,1,1,1,1,4,4,5,4,4,4,4,3,4,4,3,1,1,1,1,1
"14529",14529,57,0,333,0,4,0,3,4,4,4,1,1,0,1,3,1,3,3,0,0,1,0,1
"14530",14530,49,0,577,4,2,4,4,1,4,2,1,1,1,3,3,4,1,0,0,1,1,0,0
"14531",14531,26,2,1557,5,5,4,5,5,4,5,5,2,3,4,2,3,5,0,0,0,1,1,0
"14532",14532,37,2,643,4,5,5,3,3,5,3,3,5,5,4,5,4,3,3,0,1,0,1,0
"14533",14533,32,2,966,3,3,3,4,2,3,2,2,5,5,5,4,5,2,0,0,0,0,1,0
"14534",14534,39,0,2475,3,3,3,4,3,1,1,2,2,4,2,1,5,1,14,0,0,1,0,0
"14535",14535,49,1,728,2,4,4,4,3,4,4,2,2,2,2,1,2,4,0,0,0,1,1,0
"14536",14536,42,2,1959,3,1,1,1,5,3,3,3,3,3,3,4,3,4,70,58,1,1,1,0
"14537",14537,25,2,546,5,4,5,4,2,5,2,2,5,2,4,3,5,2,0,0,0,0,1,1
"14538",14538,8,2,852,3,5,3,3,3,3,3,3,4,5,4,5,5,3,0,0,1,0,1,0
"14539",14539,26,0,108,3,4,3,5,3,3,3,3,5,5,4,4,4,3,0,0,1,1,0,0
"14540",14540,42,0,1069,4,4,5,4,3,3,3,2,2,5,2,3,2,4,0,0,0,1,0,0
"14541",14541,43,2,1055,5,5,5,5,5,5,5,5,5,4,4,5,3,5,128,148,0,1,1,1
"14542",14542,33,0,163,5,3,3,3,5,5,5,5,1,2,5,3,4,5,0,0,1,1,1,1
"14543",14543,44,0,354,2,5,2,2,2,2,1,2,4,5,2,4,1,2,0,0,1,1,0,0
"14544",14544,49,2,1565,2,2,2,2,2,5,4,5,5,4,5,5,5,4,0,0,0,1,1,1
"14545",14545,25,0,456,2,1,2,4,1,2,1,1,3,4,3,1,4,1,46,45,0,0,1,0
"14546",14546,45,2,3511,0,4,0,4,1,1,5,3,3,3,3,5,3,4,0,8,1,1,1,1
"14547",14547,57,2,3086,4,4,4,4,4,1,4,4,4,4,4,1,4,1,6,15,0,1,1,1
"14548",14548,75,0,270,4,1,1,1,2,3,4,4,4,4,4,2,4,2,0,0,0,1,1,0
"14549",14549,57,0,534,3,2,3,3,1,3,1,1,1,2,4,1,3,1,86,80,1,1,0,0
"14550",14550,70,0,641,2,5,3,5,4,4,4,4,4,3,4,5,4,3,0,0,0,1,0,0
"14551",14551,64,1,1199,2,2,2,1,5,2,5,5,2,3,1,2,1,5,83,96,1,1,0,0
"14552",14552,28,2,3551,3,3,4,3,5,5,5,5,3,2,4,4,5,5,41,22,1,1,1,1
"14553",14553,48,2,836,3,3,3,1,4,3,4,4,5,2,4,3,4,4,5,4,1,0,1,0
"14554",14554,59,2,507,3,3,3,3,2,4,5,4,4,4,4,5,4,4,0,0,1,1,1,1
"14555",14555,52,0,125,4,4,4,4,3,4,3,3,4,4,3,2,2,3,5,2,1,1,1,1
"14556",14556,41,1,347,4,5,3,5,4,4,4,4,3,1,3,3,2,4,0,0,1,1,1,1
"14557",14557,41,0,678,2,4,2,2,1,2,1,1,4,2,5,5,5,1,22,6,0,1,0,0
"14558",14558,28,0,491,1,5,1,1,4,1,4,4,4,1,1,3,4,4,39,26,1,1,0,0
"14559",14559,46,2,3958,4,4,4,4,4,4,5,2,2,2,2,3,2,4,0,0,1,1,1,1
"14560",14560,57,2,3829,5,5,5,5,2,5,5,5,5,5,5,4,5,4,0,0,0,1,1,1
"14561",14561,22,0,944,2,5,2,5,5,2,5,5,1,3,3,2,2,5,0,0,1,1,0,0
"14562",14562,52,2,203,4,4,4,4,2,3,2,4,4,4,3,1,4,2,0,0,0,1,1,1
"14563",14563,25,2,1171,1,0,1,3,4,1,4,4,3,4,5,5,5,4,0,0,0,0,1,0
"14564",14564,39,2,453,4,4,4,3,1,4,1,1,4,2,5,3,4,1,60,54,0,0,1,0
"14565",14565,45,0,522,1,4,1,1,3,1,3,3,4,4,5,3,4,3,0,0,1,1,0,0
"14566",14566,23,1,383,3,5,5,5,3,3,2,3,3,4,3,1,4,3,8,1,1,1,1,0
"14567",14567,39,2,1448,2,2,2,2,2,2,5,2,2,2,2,2,2,5,0,0,0,1,1,1
"14568",14568,55,2,331,3,4,4,4,3,3,3,3,3,3,3,1,3,3,0,0,1,1,1,0
"14569",14569,36,0,1123,4,3,3,3,4,4,4,4,5,4,3,4,4,4,264,247,1,1,1,0
"14570",14570,23,0,338,4,5,5,3,4,5,4,4,3,4,5,3,4,4,1,1,1,0,1,0
"14571",14571,12,0,1276,1,2,1,3,1,1,1,1,4,3,3,2,4,1,0,0,0,1,0,0
"14572",14572,17,2,946,2,4,4,4,2,2,2,2,3,2,3,4,4,2,10,0,0,1,1,0
"14573",14573,54,2,2182,2,1,2,1,3,2,4,2,2,2,2,3,2,2,0,0,1,1,1,0
"14574",14574,59,1,122,3,5,5,5,3,3,3,3,3,5,2,1,1,3,0,0,1,1,1,0
"14575",14575,25,2,3345,5,5,5,5,2,2,2,2,5,5,4,4,3,2,3,1,0,1,1,1
"14576",14576,24,2,1175,0,0,0,2,3,0,3,3,4,5,5,3,5,3,0,0,1,0,1,1
"14577",14577,23,2,667,3,1,1,1,3,2,3,3,4,4,3,3,3,3,5,1,0,1,1,0
"14578",14578,42,0,821,3,3,3,4,1,3,4,1,1,3,1,3,1,3,4,0,0,1,0,0
"14579",14579,62,2,271,3,3,3,2,3,3,1,3,3,5,2,4,2,3,0,0,1,0,1,0
"14580",14580,19,0,628,2,1,1,4,1,1,1,3,2,4,4,1,4,1,249,236,1,1,0,0
"14581",14581,12,0,135,2,4,2,1,2,2,2,2,2,1,5,2,4,2,0,0,0,1,0,0
"14582",14582,42,2,458,1,5,1,1,1,5,2,5,5,1,5,1,5,4,43,37,0,1,0,0
"14583",14583,25,0,862,3,2,3,4,4,3,4,4,3,2,3,2,4,4,3,0,0,1,0,0
"14584",14584,31,2,462,4,4,4,4,4,4,4,4,5,4,4,3,4,4,0,0,1,1,1,1
"14585",14585,56,0,147,3,3,3,4,2,3,2,2,1,4,3,4,3,2,58,44,1,1,0,0
"14586",14586,46,2,2348,3,3,2,3,2,4,4,5,5,5,5,4,5,4,0,6,0,1,1,1
"14587",14587,8,2,500,4,1,1,1,4,3,4,4,4,3,4,3,4,4,15,22,0,1,1,0
"14588",14588,55,2,226,0,0,0,3,4,4,5,5,5,5,5,5,5,3,0,0,1,1,1,1
